Plot_Idnum,Old_plot_num,Year,Rep,Treatment,Treatment_st,Fert,Fert_st,Tillage,Tillage_st,Yield_bu_ac,Yield_kg_ha,Crop,Rotation,Height_in,Lodging_pct,Pop1_30DAP_no_ac,Pop2_EOS_no_ac,Moisture_pct,Ears_no_ac,Barren_pct,Sampled_ear_bean_weight_g
401,401_1,1979,4,1,CT_ctrl,1,Control,1,Conv,39.6,2485.6,Corn,CC,82,2.1,,22700,,,12.7,77.1
402,402_1,1979,4,2,CT_N,2,N_only,1,Conv,151.2,9490.4,Corn,CC,103,0,,21800,,,2.2,254
403,403_1,1979,4,3,CT_NwNPK,3,NplusNPKst,1,Conv,180.6,11335.8,Corn,CC,109,2,,23700,,,2,276.6
404,404_1,1979,4,4,CT_NPK,4,NPK,1,Conv,193.6,12151.8,Corn,CC,114,0,,22700,,,0,290.2
405,405_1,1979,4,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,181.8,11411.1,Corn,CC,112,0,,21300,,,0,303.8
406,401_2,1979,4,6,AT_ctrl,1,Control,2,Alt,41.2,2586,Corn,CC,85,2.4,,20300,,,14.3,90.7
407,402_2,1979,4,7,AT_N,2,N_only,2,Alt,130.8,8210,Corn,CC,90,0,,23200,,,4.2,222.2
408,403_2,1979,4,8,AT_NwNPK,3,NplusNPKst,2,Alt,172.9,10852.5,Corn,CC,107,0,,24200,,,8,272.1
409,404_2,1979,4,9,AT_NPK,4,NPK,2,Alt,177.9,11166.3,Corn,CC,102,0,,23200,,,6.3,285.7
410,405_2,1979,4,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,166.8,10469.6,Corn,CC,108,0,,20800,,,2.3,290.2
411,401_3,1979,4,11,RT_ctrl,1,Control,3,Chisel,73.6,4619.7,Corn,CC,83,0,,21300,,,27.3,195
412,402_3,1979,4,12,RT_N,2,N_only,3,Chisel,154.9,9722.7,Corn,CC,99,0,,20800,,,0,258.5
413,403_3,1979,4,13,RT_NwNPK,3,NplusNPKst,3,Chisel,202.9,12735.5,Corn,CC,110,0,,23200,,,0,299.3
414,404_3,1979,4,14,RT_NPK,4,NPK,3,Chisel,167.7,10526.1,Corn,CC,109,0,,21800,,,0,281.2
415,405_3,1979,4,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,192.6,12089,Corn,CC,115,0,,22300,,,0,312.9
416,401_4,1979,4,16,NT_ctrl,1,Control,4,No_till,16.2,1016.8,Corn,CC,75,0,,19800,,,58.5,59
417,402_4,1979,4,17,NT_N,2,N_only,4,No_till,149.5,9383.7,Corn,CC,106,0,,20300,,,9.5,267.6
418,403_4,1979,4,18,NT_NwNPK,3,NplusNPKst,4,No_till,171.7,10777.2,Corn,CC,115,0,,21300,,,4.5,285.7
419,404_4,1979,4,19,NT_NPK,4,NPK,4,No_till,173.6,10896.4,Corn,CC,118,0,,21800,,,8.9,267.6
420,405_4,1979,4,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,165.7,10400.6,Corn,CC,112,0,,19800,,,4.9,272.1
101,101_1,1980,1,1,CT_ctrl,1,Control,1,Conv,40.7,2554.6,Corn,CC,79,0,,24394,,,17.9,76.9
102,102_1,1980,1,2,CT_N,2,N_only,1,Conv,135.9,8530.1,Corn,CC,94,0,,23522,,,7.4,225.4
103,103_1,1980,1,3,CT_NwNPK,3,NplusNPKst,1,Conv,133.6,8385.7,Corn,CC,100,0,,21780,,,12,242.4
104,104_1,1980,1,4,CT_NPK,4,NPK,1,Conv,138.1,8668.2,Corn,CC,99,0,,22651,,,3.9,223.9
105,105_1,1980,1,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,127.5,8002.9,Corn,CC,102,0,,23522,,,11.1,220.8
106,101_2,1980,1,6,AT_ctrl,1,Control,2,Alt,56.9,3571.5,Corn,CC,79,0,,22651,,,38.5,152.9
107,102_2,1980,1,7,AT_N,2,N_only,2,Alt,60,3766.1,Corn,CC,91,3.225,,27007,,,32.3,128.1
108,103_2,1980,1,8,AT_NwNPK,3,NplusNPKst,2,Alt,148.7,9333.5,Corn,CC,100,0,,19166,,,0,282.5
109,104_2,1980,1,9,AT_NPK,4,NPK,2,Alt,138.7,8705.9,Corn,CC,103,0,,24394,,,21.4,264.3
110,105_2,1980,1,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,69.9,4387.4,Corn,CC,97,0,,22651,,,42.3,206.5
111,101_3,1980,1,11,RT_ctrl,1,Control,3,Chisel,58,3640.5,Corn,CC,81,14.28,,24394,,,10.7,97.8
112,102_3,1980,1,12,RT_N,2,N_only,3,Chisel,90,5649.1,Corn,CC,87,0,,25265,,,10.3,146.2
113,103_3,1980,1,13,RT_NwNPK,3,NplusNPKst,3,Chisel,117.1,7350.1,Corn,CC,99,0,,24394,,,7.1,186
114,104_3,1980,1,14,RT_NPK,4,NPK,3,Chisel,135.7,8517.6,Corn,CC,101,0,,26136,,,0,183.2
115,105_3,1980,1,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,126.7,7952.6,Corn,CC,102,0,,26136,,,10,191.6
116,101_4,1980,1,16,NT_ctrl,1,Control,4,No_till,73.4,4607.1,Corn,CC,85,0,,17424,,,40,279.7
117,102_4,1980,1,17,NT_N,2,N_only,4,No_till,83.8,5259.9,Corn,CC,91,0,,19166,,,27.3,205.6
118,103_4,1980,1,18,NT_NwNPK,3,NplusNPKst,4,No_till,122.9,7714.1,Corn,CC,101,6.7,,26136,,,33.3,270.1
119,104_4,1980,1,19,NT_NPK,4,NPK,4,No_till,124.2,7795.7,Corn,CC,103,0,,22651,,,23.1,264
120,105_4,1980,1,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,137.3,8618,Corn,CC,106,3,,28750,,,27.3,251.7
201,201_1,1980,2,1,CT_ctrl,1,Control,1,Conv,34.3,2152.9,Corn,CC,76,0,,27007,,,25.8,65.9
202,202_1,1980,2,2,CT_N,2,N_only,1,Conv,110.8,6954.6,Corn,CC,89,10,,26136,,,10,177.6
203,203_1,1980,2,3,CT_NwNPK,3,NplusNPKst,1,Conv,117.2,7356.4,Corn,CC,97,3.4,,25265,,,17.2,204.8
204,204_1,1980,2,4,CT_NPK,4,NPK,1,Conv,112.1,7036.2,Corn,CC,97,13.8,,25265,,,6.9,176.3
205,205_1,1980,2,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,162,10168.3,Corn,CC,101,3.6,,24394,,,0,236.3
206,201_2,1980,2,6,AT_ctrl,1,Control,2,Alt,40,2510.7,Corn,CC,80,0,,20038,,,26.1,109.1
207,202_2,1980,2,7,AT_N,2,N_only,2,Alt,120.9,7588.6,Corn,CC,89,0,,20909,,,12.5,250.5
208,203_2,1980,2,8,AT_NwNPK,3,NplusNPKst,2,Alt,116.8,7331.2,Corn,CC,98,0,,19166,,,13.6,273.2
209,204_2,1980,2,9,AT_NPK,4,NPK,2,Alt,127.4,7996.6,Corn,CC,98,0,,26136,,,26.7,247.3
210,205_2,1980,2,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,62.6,3929.2,Corn,CC,90,0,,13068,,,26.7,239.3
211,201_3,1980,2,11,RT_ctrl,1,Control,3,Chisel,54.6,3427.1,Corn,CC,80,5.9,,29621,,,17.7,85.4
212,202_3,1980,2,12,RT_N,2,N_only,3,Chisel,86.1,5404.3,Corn,CC,86,18.5,,23522,,,11.1,143
213,203_3,1980,2,13,RT_NwNPK,3,NplusNPKst,3,Chisel,110.5,6935.8,Corn,CC,99,7.1,,24394,,,14.3,196.7
214,204_3,1980,2,14,RT_NPK,4,NPK,3,Chisel,123.8,7770.6,Corn,CC,99,3.6,,24394,,,7.1,199.2
215,205_3,1980,2,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,134.3,8429.7,Corn,CC,96,0,,24394,,,3.6,207.5
216,201_4,1980,2,16,NT_ctrl,1,Control,4,No_till,53.3,3345.5,Corn,CC,82,0,,20909,,,20.8,134.2
217,202_4,1980,2,17,NT_N,2,N_only,4,No_till,79.7,5002.6,Corn,CC,86,0,,21780,,,32,208.1
218,203_4,1980,2,18,NT_NwNPK,3,NplusNPKst,4,No_till,115.9,7274.8,Corn,CC,100,0,,28750,,,30.3,234.6
219,204_4,1980,2,19,NT_NPK,4,NPK,4,No_till,146.4,9189.2,Corn,CC,103,0,,24394,,,7.1,241.7
220,205_4,1980,2,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,122.5,7689,Corn,CC,103,0,,24394,,,7.1,208.5
301,301_1,1980,3,1,CT_ctrl,1,Control,1,Conv,46.3,2906.1,Corn,CC,73,3.3,,26136,,,6.7,69.5
302,302_1,1980,3,2,CT_N,2,N_only,1,Conv,116.7,7325,Corn,CC,86,14.3,,24394,,,10.7,190.4
303,303_1,1980,3,3,CT_NwNPK,3,NplusNPKst,1,Conv,123.7,7764.3,Corn,CC,92,0,,22651,,,7.7,221.8
304,304_1,1980,3,4,CT_NPK,4,NPK,1,Conv,107.8,6766.3,Corn,CC,99,0,,26136,,,3.3,163
305,305_1,1980,3,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,125.1,7852.2,Corn,CC,98,0,,24394,,,3.6,197.3
306,301_2,1980,3,6,AT_ctrl,1,Control,2,Alt,45,2824.5,Corn,CC,82,0,,16553,,,31.6,159.7
307,302_2,1980,3,7,AT_N,2,N_only,2,Alt,83.5,5241.1,Corn,CC,87,3.8,,22651,,,23.1,171.6
308,303_2,1980,3,8,AT_NwNPK,3,NplusNPKst,2,Alt,105.5,6622,Corn,CC,99,0,,22651,,,26.9,243.2
309,304_2,1980,3,9,AT_NPK,4,NPK,2,Alt,121.3,7613.7,Corn,CC,101,0,,27007,,,35.5,266.6
310,305_2,1980,3,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,120.7,7576,Corn,CC,98,0,,23522,,,29.6,268.3
311,301_3,1980,3,11,RT_ctrl,1,Control,3,Chisel,60.4,3791.2,Corn,CC,80,4,,21780,,,16,113
312,302_3,1980,3,12,RT_N,2,N_only,3,Chisel,46.5,2918.7,Corn,CC,77,26.7,,26136,,,20,78.2
313,303_3,1980,3,13,RT_NwNPK,3,NplusNPKst,3,Chisel,141,8850.2,Corn,CC,100,3.7,,23522,,,7.4,234.2
314,304_3,1980,3,14,RT_NPK,4,NPK,3,Chisel,112.7,7073.9,Corn,CC,93,6.9,,25265,,,13.8,190.2
315,305_3,1980,3,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,117.8,7394,Corn,CC,94,3.8,,22651,,,7.7,203.6
316,301_4,1980,3,16,NT_ctrl,1,Control,4,No_till,40.3,2529.5,Corn,CC,80,0,,13939,,,37.5,194.8
317,302_4,1980,3,17,NT_N,2,N_only,4,No_till,78.1,4902.1,Corn,CC,93,0,,21780,,,24,188.7
318,303_4,1980,3,18,NT_NwNPK,3,NplusNPKst,4,No_till,96.4,6050.8,Corn,CC,101,0,,23522,,,14.8,183.5
319,304_4,1980,3,19,NT_NPK,4,NPK,4,No_till,108.9,6835.4,Corn,CC,101,0,,24394,,,32.1,243.1
320,305_4,1980,3,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,113.6,7130.4,Corn,CC,104,2.9,,29621,,,32.4,208.1
401,401_1,1980,4,1,CT_ctrl,1,Control,1,Conv,28.1,1763.8,Corn,CC,75,10,,26136,,,23.3,54.8
402,402_1,1980,4,2,CT_N,2,N_only,1,Conv,113.5,7124.1,Corn,CC,85,0,,27007,,,32.3,220.3
403,403_1,1980,4,3,CT_NwNPK,3,NplusNPKst,1,Conv,119.9,7525.8,Corn,CC,98,0,,25265,,,10.3,191.2
404,404_1,1980,4,4,CT_NPK,4,NPK,1,Conv,123.9,7776.9,Corn,CC,97,0,,25265,,,0,197.4
405,405_1,1980,4,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,142.9,8969.5,Corn,CC,99,0,,27007,,,19.4,230.9
406,401_2,1980,4,6,AT_ctrl,1,Control,2,Alt,49.2,3088.2,Corn,CC,74,0,,20909,,,29.2,141.1
407,402_2,1980,4,7,AT_N,2,N_only,2,Alt,83,5209.7,Corn,CC,82,4,,21780,,,20,180.1
408,403_2,1980,4,8,AT_NwNPK,3,NplusNPKst,2,Alt,105.4,6615.7,Corn,CC,95,0,,20038,,,17.4,234.9
409,404_2,1980,4,9,AT_NPK,4,NPK,2,Alt,110.3,6923.3,Corn,CC,93,7.1,,24394,,,42.9,289.8
410,405_2,1980,4,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,74.6,4682.5,Corn,CC,99,3.8,,22651,,,30.8,200.2
411,401_3,1980,4,11,RT_ctrl,1,Control,3,Chisel,67,4205.4,Corn,CC,82,3.3,,26136,,,30,126.9
412,402_3,1980,4,12,RT_N,2,N_only,3,Chisel,97.5,6119.8,Corn,CC,83,7.1,,24394,,,17.9,158.4
413,403_3,1980,4,13,RT_NwNPK,3,NplusNPKst,3,Chisel,132.1,8291.6,Corn,CC,99,3.3,,26136,,,13.3,213.2
414,404_3,1980,4,14,RT_NPK,4,NPK,3,Chisel,119.1,7475.6,Corn,CC,96,6.3,,27878,,,6.3,162.9
415,405_3,1980,4,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,95.1,5969.2,Corn,CC,95,3.3,,26136,,,16.7,163.1
416,401_4,1980,4,16,NT_ctrl,1,Control,4,No_till,36.9,2316.1,Corn,CC,76,8.3,,20909,,,33.3,104
417,402_4,1980,4,17,NT_N,2,N_only,4,No_till,111.3,6986,Corn,CC,88,0,,23522,,,25.9,243.1
418,403_4,1980,4,18,NT_NwNPK,3,NplusNPKst,4,No_till,109.5,6873,Corn,CC,99,0,,23522,,,29.6,241.8
419,404_4,1980,4,19,NT_NPK,4,NPK,4,No_till,108.8,6829.1,Corn,CC,99,0,,26136,,,26.7,210.5
420,405_4,1980,4,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,108,6778.9,Corn,CC,101,20,,26136,,,20,201.6
101,101_1,1981,1,1,CT_ctrl,1,Control,1,Conv,,,Corn,CC,,,,,,,,
102,102_1,1981,1,2,CT_N,2,N_only,1,Conv,,,Corn,CC,,,,,,,,
103,103_1,1981,1,3,CT_NwNPK,3,NplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
104,104_1,1981,1,4,CT_NPK,4,NPK,1,Conv,,,Corn,CC,,,,,,,,
105,105_1,1981,1,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
106,101_2,1981,1,6,AT_ctrl,1,Control,2,Alt,,,Corn,CC,,,,,,,,
107,102_2,1981,1,7,AT_N,2,N_only,2,Alt,,,Corn,CC,,,,,,,,
108,103_2,1981,1,8,AT_NwNPK,3,NplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
109,104_2,1981,1,9,AT_NPK,4,NPK,2,Alt,,,Corn,CC,,,,,,,,
110,105_2,1981,1,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
111,101_3,1981,1,11,RT_ctrl,1,Control,3,Chisel,,,Corn,CC,,,,,,,,
112,102_3,1981,1,12,RT_N,2,N_only,3,Chisel,,,Corn,CC,,,,,,,,
113,103_3,1981,1,13,RT_NwNPK,3,NplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
114,104_3,1981,1,14,RT_NPK,4,NPK,3,Chisel,,,Corn,CC,,,,,,,,
115,105_3,1981,1,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
116,101_4,1981,1,16,NT_ctrl,1,Control,4,No_till,,,Corn,CC,,,,,,,,
117,102_4,1981,1,17,NT_N,2,N_only,4,No_till,,,Corn,CC,,,,,,,,
118,103_4,1981,1,18,NT_NwNPK,3,NplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
119,104_4,1981,1,19,NT_NPK,4,NPK,4,No_till,,,Corn,CC,,,,,,,,
120,105_4,1981,1,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
201,201_1,1981,2,1,CT_ctrl,1,Control,1,Conv,,,Corn,CC,,,,,,,,
202,202_1,1981,2,2,CT_N,2,N_only,1,Conv,,,Corn,CC,,,,,,,,
203,203_1,1981,2,3,CT_NwNPK,3,NplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
204,204_1,1981,2,4,CT_NPK,4,NPK,1,Conv,,,Corn,CC,,,,,,,,
205,205_1,1981,2,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
206,201_2,1981,2,6,AT_ctrl,1,Control,2,Alt,,,Corn,CC,,,,,,,,
207,202_2,1981,2,7,AT_N,2,N_only,2,Alt,,,Corn,CC,,,,,,,,
208,203_2,1981,2,8,AT_NwNPK,3,NplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
209,204_2,1981,2,9,AT_NPK,4,NPK,2,Alt,,,Corn,CC,,,,,,,,
210,205_2,1981,2,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
211,201_3,1981,2,11,RT_ctrl,1,Control,3,Chisel,,,Corn,CC,,,,,,,,
212,202_3,1981,2,12,RT_N,2,N_only,3,Chisel,,,Corn,CC,,,,,,,,
213,203_3,1981,2,13,RT_NwNPK,3,NplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
214,204_3,1981,2,14,RT_NPK,4,NPK,3,Chisel,,,Corn,CC,,,,,,,,
215,205_3,1981,2,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
216,201_4,1981,2,16,NT_ctrl,1,Control,4,No_till,,,Corn,CC,,,,,,,,
217,202_4,1981,2,17,NT_N,2,N_only,4,No_till,,,Corn,CC,,,,,,,,
218,203_4,1981,2,18,NT_NwNPK,3,NplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
219,204_4,1981,2,19,NT_NPK,4,NPK,4,No_till,,,Corn,CC,,,,,,,,
220,205_4,1981,2,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
301,301_1,1981,3,1,CT_ctrl,1,Control,1,Conv,,,Corn,CC,,,,,,,,
302,302_1,1981,3,2,CT_N,2,N_only,1,Conv,,,Corn,CC,,,,,,,,
303,303_1,1981,3,3,CT_NwNPK,3,NplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
304,304_1,1981,3,4,CT_NPK,4,NPK,1,Conv,,,Corn,CC,,,,,,,,
305,305_1,1981,3,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
306,301_2,1981,3,6,AT_ctrl,1,Control,2,Alt,,,Corn,CC,,,,,,,,
307,302_2,1981,3,7,AT_N,2,N_only,2,Alt,,,Corn,CC,,,,,,,,
308,303_2,1981,3,8,AT_NwNPK,3,NplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
309,304_2,1981,3,9,AT_NPK,4,NPK,2,Alt,,,Corn,CC,,,,,,,,
310,305_2,1981,3,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
311,301_3,1981,3,11,RT_ctrl,1,Control,3,Chisel,,,Corn,CC,,,,,,,,
312,302_3,1981,3,12,RT_N,2,N_only,3,Chisel,,,Corn,CC,,,,,,,,
313,303_3,1981,3,13,RT_NwNPK,3,NplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
314,304_3,1981,3,14,RT_NPK,4,NPK,3,Chisel,,,Corn,CC,,,,,,,,
315,305_3,1981,3,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
316,301_4,1981,3,16,NT_ctrl,1,Control,4,No_till,,,Corn,CC,,,,,,,,
317,302_4,1981,3,17,NT_N,2,N_only,4,No_till,,,Corn,CC,,,,,,,,
318,303_4,1981,3,18,NT_NwNPK,3,NplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
319,304_4,1981,3,19,NT_NPK,4,NPK,4,No_till,,,Corn,CC,,,,,,,,
320,305_4,1981,3,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
401,401_1,1981,4,1,CT_ctrl,1,Control,1,Conv,,,Corn,CC,,,,,,,,
402,402_1,1981,4,2,CT_N,2,N_only,1,Conv,,,Corn,CC,,,,,,,,
403,403_1,1981,4,3,CT_NwNPK,3,NplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
404,404_1,1981,4,4,CT_NPK,4,NPK,1,Conv,,,Corn,CC,,,,,,,,
405,405_1,1981,4,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,,,Corn,CC,,,,,,,,
406,401_2,1981,4,6,AT_ctrl,1,Control,2,Alt,,,Corn,CC,,,,,,,,
407,402_2,1981,4,7,AT_N,2,N_only,2,Alt,,,Corn,CC,,,,,,,,
408,403_2,1981,4,8,AT_NwNPK,3,NplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
409,404_2,1981,4,9,AT_NPK,4,NPK,2,Alt,,,Corn,CC,,,,,,,,
410,405_2,1981,4,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,,,Corn,CC,,,,,,,,
411,401_3,1981,4,11,RT_ctrl,1,Control,3,Chisel,,,Corn,CC,,,,,,,,
412,402_3,1981,4,12,RT_N,2,N_only,3,Chisel,,,Corn,CC,,,,,,,,
413,403_3,1981,4,13,RT_NwNPK,3,NplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
414,404_3,1981,4,14,RT_NPK,4,NPK,3,Chisel,,,Corn,CC,,,,,,,,
415,405_3,1981,4,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,,,Corn,CC,,,,,,,,
416,401_4,1981,4,16,NT_ctrl,1,Control,4,No_till,,,Corn,CC,,,,,,,,
417,402_4,1981,4,17,NT_N,2,N_only,4,No_till,,,Corn,CC,,,,,,,,
418,403_4,1981,4,18,NT_NwNPK,3,NplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
419,404_4,1981,4,19,NT_NPK,4,NPK,4,No_till,,,Corn,CC,,,,,,,,
420,405_4,1981,4,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,,,Corn,CC,,,,,,,,
101,101_1,1982,1,1,CT_ctrl,1,Control,1,Conv,43.6,2736.7,Corn,CC,,0,,19986,,,7.7,77.8
102,102_1,1982,1,2,CT_N,2,N_only,1,Conv,136.7,8580.3,Corn,CC,,2.5,,20499,,,0,230.6
103,103_1,1982,1,3,CT_NwNPK,3,NplusNPKst,1,Conv,175.5,11015.7,Corn,CC,,2.4,,21011,,,0,284.5
104,104_1,1982,1,4,CT_NPK,4,NPK,1,Conv,173.1,10865.1,Corn,CC,,2.3,,22036,,,0,273.5
105,105_1,1982,1,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,179.1,11241.7,Corn,CC,,0,,20499,,,0,293.3
106,101_2,1982,1,6,AT_ctrl,1,Control,2,Alt,45.9,2881,Corn,CC,,0,,17424,,,14.7,109.5
107,102_2,1982,1,7,AT_N,2,N_only,2,Alt,150.5,9446.5,Corn,CC,,0,,16912,,,0,265.1
108,103_2,1982,1,8,AT_NwNPK,3,NplusNPKst,2,Alt,205.3,12886.2,Corn,CC,,0,,18961,,,0,332.2
109,104_2,1982,1,9,AT_NPK,4,NPK,2,Alt,183.3,11505.3,Corn,CC,,5.1,,19986,,,0,280.5
110,105_2,1982,1,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,218.7,13727.3,Corn,CC,,4.5,,22549,,,0,307.1
111,101_3,1982,1,11,RT_ctrl,1,Control,3,Chisel,64.3,4036,Corn,CC,,0,,24086,,,14.9,109.6
112,102_3,1982,1,12,RT_N,2,N_only,3,Chisel,153,9603.4,Corn,CC,,6.7,,23061,,,2.2,238.3
113,103_3,1982,1,13,RT_NwNPK,3,NplusNPKst,3,Chisel,186.1,11681,Corn,CC,,4.7,,22036,,,2.3,287.4
114,104_3,1982,1,14,RT_NPK,4,NPK,3,Chisel,199.7,12534.7,Corn,CC,,0,,21524,,,0,292.8
115,105_3,1982,1,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,209.9,13174.9,Corn,CC,,0,,24086,,,0,292
116,101_4,1982,1,16,NT_ctrl,1,Control,4,No_till,37,2322.4,Corn,CC,,4.8,,21524,,,23.8,93.3
117,102_4,1982,1,17,NT_N,2,N_only,4,No_till,120.5,7563.5,Corn,CC,,6.8,,22549,,,2.3,191.3
118,103_4,1982,1,18,NT_NwNPK,3,NplusNPKst,4,No_till,191.4,12013.7,Corn,CC,,0,,22549,,,4.6,296.5
119,104_4,1982,1,19,NT_NPK,4,NPK,4,No_till,141.2,8862.8,Corn,CC,,0,,19986,,,2.6,259.5
120,105_4,1982,1,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,161.5,10137,Corn,CC,,0,,17936,,,0,296.2
201,201_1,1982,2,1,CT_ctrl,1,Control,1,Conv,50.6,3176,Corn,CC,,4.4,,23061,,,8.9,95.1
202,202_1,1982,2,2,CT_N,2,N_only,1,Conv,168.2,10557.5,Corn,CC,,2,,26136,,,0,229.6
203,203_1,1982,2,3,CT_NwNPK,3,NplusNPKst,1,Conv,167.7,10526.1,Corn,CC,,10.9,,23574,,,4.4,258.3
204,204_1,1982,2,4,CT_NPK,4,NPK,1,Conv,192.5,12082.7,Corn,CC,,9.5,,21524,,,0,309.6
205,205_1,1982,2,5,CT_NPKwNPK,5,NPKplusNPKst,1,Conv,197.8,12415.4,Corn,CC,,4.5,,22549,,,0,311.6
206,201_2,1982,2,6,AT_ctrl,1,Control,2,Alt,19,1192.6,Corn,CC,,0,,23061,,,35.6,57.1
207,202_2,1982,2,7,AT_N,2,N_only,2,Alt,173.1,10865.1,Corn,CC,,0,,19474,,,0,311.9
208,203_2,1982,2,8,AT_NwNPK,3,NplusNPKst,2,Alt,175.7,11028.3,Corn,CC,,0,,16912,,,3,325.3
209,204_2,1982,2,9,AT_NPK,4,NPK,2,Alt,186.4,11699.9,Corn,CC,,0,,18961,,,2.7,290.8
210,205_2,1982,2,10,AT_NPKwNPK,5,NPKplusNPKst,2,Alt,194.2,12189.5,Corn,CC,,5,,20499,,,0,287.8
211,201_3,1982,2,11,RT_ctrl,1,Control,3,Chisel,59.7,3747.2,Corn,CC,,0,,24086,,,12.8,112.3
212,202_3,1982,2,12,RT_N,2,N_only,3,Chisel,166.6,10457.1,Corn,CC,,4.7,,22036,,,0,266.9
213,203_3,1982,2,13,RT_NwNPK,3,NplusNPKst,3,Chisel,170.3,10689.3,Corn,CC,,5,,20499,,,0,299.7
214,204_3,1982,2,14,RT_NPK,4,NPK,3,Chisel,171,10733.2,Corn,CC,,8.3,,24599,,,2.1,310
215,205_3,1982,2,15,RT_NPKwNPK,5,NPKplusNPKst,3,Chisel,192.8,12101.6,Corn,CC,,0,,21524,,,0,305.4
216,201_4,1982,2,16,NT_ctrl,1,Control,4,No_till,29.8,1870.5,Corn,CC,,0,,18961,,,18.9,78.1
217,202_4,1982,2,17,NT_N,2,N_only,4,No_till,143.6,9013.4,Corn,CC,,0,,17936,,,0,283.1
218,203_4,1982,2,18,NT_NwNPK,3,NplusNPKst,4,No_till,199.5,12522.1,Corn,CC,,0,,24599,,,0,316.1
219,204_4,1982,2,19,NT_NPK,4,NPK,4,No_till,189.7,11907,Corn,CC,,0,,22549,,,0,291.4
220,205_4,1982,2,20,NT_NPKwNPK,5,NPKplusNPKst,4,No_till,183.1,11492.7,Corn,CC,,0,,18961,,,2.7,333.1
301,301_1,1982,3,1,CT_ctrl,1,Control,1,Conv,43.6,2736.7,Corn,CC,,0,,21011,,,9.8,87.9
302,302_1,1982,3,2,CT_N,2,N_only,1,Conv,148.9,9346.1,Corn,CC,,0,,22549,,,4.6,248.7
